id_classe,id_docente,nome_docente
CL0567,DOC0097,Angelina Bataglia
CL0567,DOC0018,Sig. Domenico Iannotti
CL0568,DOC0031,Adamo Baglioni
CL0568,DOC0026,Rolando Bulzoni-Mazzanti
CL0568,DOC0035,Melina Monicelli
CL0569,DOC0025,Arnulfo Greggio
CL0569,DOC0058,Bianca Pace
CL0569,DOC0033,Sandro Versace-Battaglia
CL0570,DOC0029,Tonia Nosiglia
CL0570,DOC0100,Loredana Bocelli
CL0570,DOC0054,Cipriano Segni
CL0571,DOC0019,Marissa Modugno
CL0571,DOC0097,Angelina Bataglia
CL0571,DOC0018,Sig. Domenico Iannotti
CL0572,DOC0093,Gianluigi Impastato
CL0572,DOC0009,Dott. Giada Mazzocchi
CL0572,DOC0024,Ludovica Tremonti
CL0573,DOC0066,Dott. Fiorino Cannizzaro
CL0573,DOC0009,Dott. Giada Mazzocchi
CL0573,DOC0049,Luisa Solimena-Olivetti
CL0574,DOC0026,Rolando Bulzoni-Mazzanti
CL0574,DOC0014,Elena Gargallo-Borroni
CL0574,DOC0050,Gianna Cimarosa
CL0575,DOC0069,Dino Caccianemico
CL0575,DOC0082,Dott. Leonardo Armellini
CL0575,DOC0072,Monica Ortolani
CL0576,DOC0028,Melina Prati
CL0576,DOC0077,Hugo Barracco
CL0576,DOC0073,Santino Campise
CL0577,DOC0015,Amanda Cicala
CL0577,DOC0088,Carla Gasperi
CL0577,DOC0057,Elladio Cattaneo
CL0578,DOC0071,Ramona Piazzi
CL0578,DOC0021,Annunziata Malenchini-Caruso
CL0578,DOC0008,Dott. Gemma Borromini
CL0579,DOC0015,Amanda Cicala
CL0579,DOC0041,Mariano Redi
CL0579,DOC0045,Claudia Filangieri
CL0580,DOC0007,Elena Alighieri
CL0580,DOC0056,Ermenegildo Boccaccio
CL0580,DOC0064,Durante Fischetti-Trentini
CL0581,DOC0084,Eraldo Leone
CL0581,DOC0022,Clelia Notarbartolo
CL0581,DOC0003,Isabella Mezzetta
CL0582,DOC0074,Sig.ra Imelda Morricone
CL0582,DOC0003,Isabella Mezzetta
CL0582,DOC0037,Ansaldo Calvo
CL0583,DOC0008,Dott. Gemma Borromini
CL0583,DOC0035,Melina Monicelli
CL0583,DOC0094,Dott. Chiara Panzera
CL0584,DOC0034,Bianca Sauro
CL0584,DOC0014,Elena Gargallo-Borroni
CL0584,DOC0071,Ramona Piazzi
CL0585,DOC0060,Elena Toselli-Ponti
CL0585,DOC0055,Imelda Scamarcio
CL0585,DOC0073,Santino Campise
CL0586,DOC0044,Bianca Pagliaro
CL0586,DOC0008,Dott. Gemma Borromini
CL0586,DOC0071,Ramona Piazzi
CL0587,DOC0019,Marissa Modugno
CL0587,DOC0001,Ranieri Martucci-Pistoletto
CL0587,DOC0070,Piergiorgio Scaramucci
CL0588,DOC0007,Elena Alighieri
CL0588,DOC0059,Atenulf Pozzecco
CL0588,DOC0083,Augusto Alfonsi-Saracino
CL0589,DOC0039,Cecilia Correr
CL0589,DOC0070,Piergiorgio Scaramucci
CL0589,DOC0026,Rolando Bulzoni-Mazzanti
CL0590,DOC0048,Patrizio Platini
CL0590,DOC0025,Arnulfo Greggio
CL0590,DOC0070,Piergiorgio Scaramucci
CL0591,DOC0002,Diana Canali
CL0591,DOC0051,Amadeo Acerbi
CL0591,DOC0056,Ermenegildo Boccaccio
CL0592,DOC0012,Barbara Granatelli
CL0592,DOC0023,Luciano Alboni-Rismondo
CL0592,DOC0071,Ramona Piazzi
CL0593,DOC0088,Carla Gasperi
CL0593,DOC0026,Rolando Bulzoni-Mazzanti
CL0593,DOC0012,Barbara Granatelli
CL0594,DOC0035,Melina Monicelli
CL0594,DOC0014,Elena Gargallo-Borroni
CL0594,DOC0001,Ranieri Martucci-Pistoletto
CL0595,DOC0077,Hugo Barracco
CL0595,DOC0089,Marcella Broschi
CL0595,DOC0045,Claudia Filangieri
CL0596,DOC0068,Ramona Giacconi
CL0596,DOC0021,Annunziata Malenchini-Caruso
CL0596,DOC0093,Gianluigi Impastato
CL0597,DOC0057,Elladio Cattaneo
CL0597,DOC0025,Arnulfo Greggio
CL0597,DOC0038,Annamaria Brichese-Marinetti
CL0598,DOC0070,Piergiorgio Scaramucci
CL0598,DOC0060,Elena Toselli-Ponti
CL0598,DOC0051,Amadeo Acerbi
CL0599,DOC0012,Barbara Granatelli
CL0599,DOC0073,Santino Campise
CL0599,DOC0087,Romina Bersani-Rocca
CL0600,DOC0017,Clelia Morandi
CL0600,DOC0099,Ilaria Leone
CL0600,DOC0010,Fortunata Ortese
CL0601,DOC0028,Melina Prati
CL0601,DOC0004,Etta Cassarà
CL0601,DOC0069,Dino Caccianemico
CL0602,DOC0086,Gioele Lippomano-Brancaccio
CL0602,DOC0005,Valerio Gaito
CL0602,DOC0091,Costantino Valier
CL0603,DOC0047,Valerio Modugno
CL0603,DOC0048,Patrizio Platini
CL0603,DOC0079,Lando Federici
CL0604,DOC0072,Monica Ortolani
CL0604,DOC0058,Bianca Pace
CL0604,DOC0012,Barbara Granatelli
CL0605,DOC0100,Loredana Bocelli
CL0605,DOC0022,Clelia Notarbartolo
CL0605,DOC0016,Fortunata Mengolo-Tresoldi
CL0606,DOC0022,Clelia Notarbartolo
CL0606,DOC0030,Simonetta Troisi
CL0606,DOC0094,Dott. Chiara Panzera
CL0607,DOC0034,Bianca Sauro
CL0607,DOC0050,Gianna Cimarosa
CL0607,DOC0051,Amadeo Acerbi
CL0608,DOC0006,Martino Gaggini
CL0608,DOC0039,Cecilia Correr
CL0608,DOC0078,Griselda Mazzocchi
CL0609,DOC0005,Valerio Gaito
CL0609,DOC0003,Isabella Mezzetta
CL0609,DOC0069,Dino Caccianemico
CL0610,DOC0015,Amanda Cicala
CL0610,DOC0037,Ansaldo Calvo
CL0610,DOC0086,Gioele Lippomano-Brancaccio
CL0611,DOC0066,Dott. Fiorino Cannizzaro
CL0611,DOC0089,Marcella Broschi
CL0611,DOC0021,Annunziata Malenchini-Caruso
CL0612,DOC0086,Gioele Lippomano-Brancaccio
CL0612,DOC0093,Gianluigi Impastato
CL0612,DOC0045,Claudia Filangieri
CL0613,DOC0061,Germana Giusti
CL0613,DOC0032,Annamaria Trevisani
CL0613,DOC0009,Dott. Giada Mazzocchi
CL0614,DOC0081,Toni Trincavelli
CL0614,DOC0053,Victoria Balbi
CL0614,DOC0098,Bianca Satta
CL0615,DOC0098,Bianca Satta
CL0615,DOC0038,Annamaria Brichese-Marinetti
CL0615,DOC0059,Atenulf Pozzecco
CL0616,DOC0003,Isabella Mezzetta
CL0616,DOC0071,Ramona Piazzi
CL0616,DOC0014,Elena Gargallo-Borroni
CL0617,DOC0088,Carla Gasperi
CL0617,DOC0046,Natalia Sgarbi
CL0617,DOC0005,Valerio Gaito
CL0618,DOC0018,Sig. Domenico Iannotti
CL0618,DOC0086,Gioele Lippomano-Brancaccio
CL0618,DOC0028,Melina Prati
CL0619,DOC0029,Tonia Nosiglia
CL0619,DOC0087,Romina Bersani-Rocca
CL0619,DOC0005,Valerio Gaito
CL0620,DOC0026,Rolando Bulzoni-Mazzanti
CL0620,DOC0088,Carla Gasperi
CL0620,DOC0012,Barbara Granatelli
CL0621,DOC0083,Augusto Alfonsi-Saracino
CL0621,DOC0003,Isabella Mezzetta
CL0621,DOC0100,Loredana Bocelli
CL0622,DOC0052,Sole Bragaglia
CL0622,DOC0063,Piergiorgio Curatoli-Battelli
CL0622,DOC0009,Dott. Giada Mazzocchi
CL0623,DOC0022,Clelia Notarbartolo
CL0623,DOC0089,Marcella Broschi
CL0623,DOC0052,Sole Bragaglia
CL0624,DOC0071,Ramona Piazzi
CL0624,DOC0097,Angelina Bataglia
CL0624,DOC0052,Sole Bragaglia
CL0625,DOC0016,Fortunata Mengolo-Tresoldi
CL0625,DOC0092,Marco Tornatore
CL0625,DOC0074,Sig.ra Imelda Morricone
CL0626,DOC0036,Gaspare Vecellio
CL0626,DOC0050,Gianna Cimarosa
CL0626,DOC0016,Fortunata Mengolo-Tresoldi
CL0627,DOC0009,Dott. Giada Mazzocchi
CL0627,DOC0003,Isabella Mezzetta
CL0627,DOC0050,Gianna Cimarosa
CL0628,DOC0044,Bianca Pagliaro
CL0628,DOC0002,Diana Canali
CL0628,DOC0083,Augusto Alfonsi-Saracino
CL0629,DOC0069,Dino Caccianemico
CL0629,DOC0023,Luciano Alboni-Rismondo
CL0629,DOC0045,Claudia Filangieri
CL0630,DOC0099,Ilaria Leone
CL0630,DOC0064,Durante Fischetti-Trentini
CL0630,DOC0046,Natalia Sgarbi
CL0631,DOC0051,Amadeo Acerbi
CL0631,DOC0039,Cecilia Correr
CL0631,DOC0002,Diana Canali
CL0632,DOC0085,Federico Capuana
CL0632,DOC0003,Isabella Mezzetta
CL0632,DOC0032,Annamaria Trevisani
CL0633,DOC0091,Costantino Valier
CL0633,DOC0023,Luciano Alboni-Rismondo
CL0633,DOC0057,Elladio Cattaneo
CL0634,DOC0049,Luisa Solimena-Olivetti
CL0634,DOC0028,Melina Prati
CL0634,DOC0075,Licia Gatto
CL0635,DOC0044,Bianca Pagliaro
CL0635,DOC0079,Lando Federici
CL0635,DOC0075,Licia Gatto
CL0636,DOC0040,Donatella Pace
CL0636,DOC0032,Annamaria Trevisani
CL0636,DOC0024,Ludovica Tremonti
CL0637,DOC0060,Elena Toselli-Ponti
CL0637,DOC0011,Bruno Cabrini
CL0637,DOC0088,Carla Gasperi
CL0638,DOC0044,Bianca Pagliaro
CL0638,DOC0084,Eraldo Leone
CL0638,DOC0064,Durante Fischetti-Trentini
CL0639,DOC0081,Toni Trincavelli
CL0639,DOC0075,Licia Gatto
CL0639,DOC0051,Amadeo Acerbi
CL0640,DOC0021,Annunziata Malenchini-Caruso
CL0640,DOC0007,Elena Alighieri
CL0640,DOC0055,Imelda Scamarcio
CL0641,DOC0062,Serena Gradenigo-Pareto
CL0641,DOC0013,Elisa Lanfranchi
CL0641,DOC0047,Valerio Modugno
CL0642,DOC0036,Gaspare Vecellio
CL0642,DOC0100,Loredana Bocelli
CL0642,DOC0010,Fortunata Ortese
CL0643,DOC0064,Durante Fischetti-Trentini
CL0643,DOC0005,Valerio Gaito
CL0643,DOC0059,Atenulf Pozzecco
CL0644,DOC0040,Donatella Pace
CL0644,DOC0099,Ilaria Leone
CL0644,DOC0044,Bianca Pagliaro
CL0645,DOC0036,Gaspare Vecellio
CL0645,DOC0072,Monica Ortolani
CL0645,DOC0023,Luciano Alboni-Rismondo
CL0646,DOC0031,Adamo Baglioni
CL0646,DOC0042,Luciana Farinelli
CL0646,DOC0086,Gioele Lippomano-Brancaccio
CL0647,DOC0088,Carla Gasperi
CL0647,DOC0075,Licia Gatto
CL0647,DOC0061,Germana Giusti
CL0648,DOC0046,Natalia Sgarbi
CL0648,DOC0073,Santino Campise
CL0648,DOC0091,Costantino Valier
CL0649,DOC0025,Arnulfo Greggio
CL0649,DOC0048,Patrizio Platini
CL0649,DOC0026,Rolando Bulzoni-Mazzanti
CL0650,DOC0100,Loredana Bocelli
CL0650,DOC0067,Caterina Boccaccio
CL0650,DOC0050,Gianna Cimarosa
CL0651,DOC0100,Loredana Bocelli
CL0651,DOC0004,Etta Cassarà
CL0651,DOC0062,Serena Gradenigo-Pareto
CL0652,DOC0083,Augusto Alfonsi-Saracino
CL0652,DOC0100,Loredana Bocelli
CL0652,DOC0049,Luisa Solimena-Olivetti
CL0653,DOC0023,Luciano Alboni-Rismondo
CL0653,DOC0066,Dott. Fiorino Cannizzaro
CL0653,DOC0008,Dott. Gemma Borromini
CL0654,DOC0083,Augusto Alfonsi-Saracino
CL0654,DOC0043,Raimondo Navone
CL0654,DOC0007,Elena Alighieri
CL0655,DOC0025,Arnulfo Greggio
CL0655,DOC0079,Lando Federici
CL0655,DOC0062,Serena Gradenigo-Pareto
CL0656,DOC0021,Annunziata Malenchini-Caruso
CL0656,DOC0088,Carla Gasperi
CL0656,DOC0031,Adamo Baglioni
CL0657,DOC0061,Germana Giusti
CL0657,DOC0072,Monica Ortolani
CL0657,DOC0032,Annamaria Trevisani
CL0658,DOC0084,Eraldo Leone
CL0658,DOC0010,Fortunata Ortese
CL0658,DOC0015,Amanda Cicala
CL0659,DOC0039,Cecilia Correr
CL0659,DOC0078,Griselda Mazzocchi
CL0659,DOC0074,Sig.ra Imelda Morricone
CL0660,DOC0074,Sig.ra Imelda Morricone
CL0660,DOC0042,Luciana Farinelli
CL0660,DOC0079,Lando Federici
CL0661,DOC0041,Mariano Redi
CL0661,DOC0054,Cipriano Segni
CL0661,DOC0020,Sig.ra Paulina Argentero
CL0662,DOC0059,Atenulf Pozzecco
CL0662,DOC0048,Patrizio Platini
CL0662,DOC0009,Dott. Giada Mazzocchi
CL0663,DOC0030,Simonetta Troisi
CL0663,DOC0036,Gaspare Vecellio
CL0663,DOC0020,Sig.ra Paulina Argentero
CL0664,DOC0094,Dott. Chiara Panzera
CL0664,DOC0056,Ermenegildo Boccaccio
CL0664,DOC0094,Dott. Chiara Panzera
CL0665,DOC0100,Loredana Bocelli
CL0665,DOC0100,Loredana Bocelli
CL0665,DOC0082,Dott. Leonardo Armellini
CL0666,DOC0067,Caterina Boccaccio
CL0666,DOC0076,Sergius Micca
CL0666,DOC0064,Durante Fischetti-Trentini
CL0667,DOC0096,Elladio Migliaccio
CL0667,DOC0013,Elisa Lanfranchi
CL0667,DOC0077,Hugo Barracco
CL0668,DOC0081,Toni Trincavelli
CL0668,DOC0035,Melina Monicelli
CL0668,DOC0043,Raimondo Navone
CL0669,DOC0063,Piergiorgio Curatoli-Battelli
CL0669,DOC0056,Ermenegildo Boccaccio
CL0669,DOC0080,Giacomo Zito
CL0670,DOC0023,Luciano Alboni-Rismondo
CL0670,DOC0022,Clelia Notarbartolo
CL0670,DOC0036,Gaspare Vecellio
CL0671,DOC0054,Cipriano Segni
CL0671,DOC0003,Isabella Mezzetta
CL0671,DOC0015,Amanda Cicala
CL0672,DOC0076,Sergius Micca
CL0672,DOC0032,Annamaria Trevisani
CL0672,DOC0003,Isabella Mezzetta
CL0673,DOC0033,Sandro Versace-Battaglia
CL0673,DOC0034,Bianca Sauro
CL0673,DOC0087,Romina Bersani-Rocca
CL0674,DOC0090,Dott. Giulia Ferretti
CL0674,DOC0002,Diana Canali
CL0674,DOC0074,Sig.ra Imelda Morricone
CL0675,DOC0048,Patrizio Platini
CL0675,DOC0018,Sig. Domenico Iannotti
CL0675,DOC0099,Ilaria Leone
CL0676,DOC0100,Loredana Bocelli
CL0676,DOC0091,Costantino Valier
CL0676,DOC0039,Cecilia Correr
CL0677,DOC0055,Imelda Scamarcio
CL0677,DOC0082,Dott. Leonardo Armellini
CL0677,DOC0066,Dott. Fiorino Cannizzaro
CL0678,DOC0063,Piergiorgio Curatoli-Battelli
CL0678,DOC0034,Bianca Sauro
CL0678,DOC0063,Piergiorgio Curatoli-Battelli
CL0679,DOC0089,Marcella Broschi
CL0679,DOC0009,Dott. Giada Mazzocchi
CL0679,DOC0034,Bianca Sauro
CL0680,DOC0054,Cipriano Segni
CL0680,DOC0064,Durante Fischetti-Trentini
CL0680,DOC0004,Etta Cassarà
CL0681,DOC0082,Dott. Leonardo Armellini
CL0681,DOC0053,Victoria Balbi
CL0681,DOC0073,Santino Campise
CL0682,DOC0039,Cecilia Correr
CL0682,DOC0023,Luciano Alboni-Rismondo
CL0682,DOC0005,Valerio Gaito
CL0683,DOC0070,Piergiorgio Scaramucci
CL0683,DOC0095,Ennio Leonetti
CL0683,DOC0008,Dott. Gemma Borromini
CL0684,DOC0083,Augusto Alfonsi-Saracino
CL0684,DOC0066,Dott. Fiorino Cannizzaro
CL0684,DOC0019,Marissa Modugno
CL0685,DOC0062,Serena Gradenigo-Pareto
CL0685,DOC0012,Barbara Granatelli
CL0685,DOC0003,Isabella Mezzetta
CL0686,DOC0001,Ranieri Martucci-Pistoletto
CL0686,DOC0037,Ansaldo Calvo
CL0686,DOC0034,Bianca Sauro
CL0686,DOC0092,Marco Tornatore
CL0686,DOC0069,Dino Caccianemico
CL0686,DOC0081,Toni Trincavelli
CL0687,DOC0048,Patrizio Platini
CL0687,DOC0080,Giacomo Zito
CL0687,DOC0091,Costantino Valier
CL0687,DOC0055,Imelda Scamarcio
CL0687,DOC0086,Gioele Lippomano-Brancaccio
CL0687,DOC0051,Amadeo Acerbi
CL0688,DOC0032,Annamaria Trevisani
CL0688,DOC0092,Marco Tornatore
CL0688,DOC0026,Rolando Bulzoni-Mazzanti
CL0688,DOC0069,Dino Caccianemico
CL0688,DOC0063,Piergiorgio Curatoli-Battelli
CL0688,DOC0035,Melina Monicelli
CL0689,DOC0078,Griselda Mazzocchi
CL0689,DOC0100,Loredana Bocelli
CL0689,DOC0080,Giacomo Zito
CL0689,DOC0016,Fortunata Mengolo-Tresoldi
CL0689,DOC0084,Eraldo Leone
CL0689,DOC0074,Sig.ra Imelda Morricone
CL0690,DOC0004,Etta Cassarà
CL0690,DOC0100,Loredana Bocelli
CL0690,DOC0028,Melina Prati
CL0690,DOC0012,Barbara Granatelli
CL0690,DOC0048,Patrizio Platini
CL0690,DOC0067,Caterina Boccaccio
CL0691,DOC0099,Ilaria Leone
CL0691,DOC0100,Loredana Bocelli
CL0691,DOC0017,Clelia Morandi
CL0691,DOC0044,Bianca Pagliaro
CL0691,DOC0053,Victoria Balbi
CL0691,DOC0009,Dott. Giada Mazzocchi
CL0692,DOC0020,Sig.ra Paulina Argentero
CL0692,DOC0098,Bianca Satta
CL0692,DOC0077,Hugo Barracco
CL0692,DOC0029,Tonia Nosiglia
CL0692,DOC0071,Ramona Piazzi
CL0692,DOC0030,Simonetta Troisi
CL0693,DOC0024,Ludovica Tremonti
CL0693,DOC0017,Clelia Morandi
CL0693,DOC0086,Gioele Lippomano-Brancaccio
CL0694,DOC0040,Donatella Pace
CL0694,DOC0078,Griselda Mazzocchi
CL0694,DOC0060,Elena Toselli-Ponti
CL0695,DOC0088,Carla Gasperi
CL0695,DOC0090,Dott. Giulia Ferretti
CL0695,DOC0010,Fortunata Ortese
CL0696,DOC0087,Romina Bersani-Rocca
CL0696,DOC0058,Bianca Pace
CL0696,DOC0011,Bruno Cabrini
CL0697,DOC0023,Luciano Alboni-Rismondo
CL0697,DOC0015,Amanda Cicala
CL0697,DOC0060,Elena Toselli-Ponti
CL0698,DOC0081,Toni Trincavelli
CL0698,DOC0077,Hugo Barracco
CL0698,DOC0026,Rolando Bulzoni-Mazzanti
CL0698,DOC0049,Luisa Solimena-Olivetti
CL0698,DOC0091,Costantino Valier
CL0698,DOC0012,Barbara Granatelli
CL0699,DOC0002,Diana Canali
CL0699,DOC0004,Etta Cassarà
CL0699,DOC0012,Barbara Granatelli
CL0699,DOC0060,Elena Toselli-Ponti
CL0699,DOC0009,Dott. Giada Mazzocchi
CL0699,DOC0017,Clelia Morandi
CL0700,DOC0002,Diana Canali
CL0700,DOC0049,Luisa Solimena-Olivetti
CL0700,DOC0049,Luisa Solimena-Olivetti
CL0700,DOC0092,Marco Tornatore
CL0700,DOC0001,Ranieri Martucci-Pistoletto
CL0700,DOC0063,Piergiorgio Curatoli-Battelli
CL0701,DOC0065,Santino Migliaccio
CL0701,DOC0062,Serena Gradenigo-Pareto
CL0701,DOC0043,Raimondo Navone
CL0701,DOC0092,Marco Tornatore
CL0701,DOC0100,Loredana Bocelli
CL0701,DOC0064,Durante Fischetti-Trentini
CL0702,DOC0037,Ansaldo Calvo
CL0702,DOC0086,Gioele Lippomano-Brancaccio
CL0702,DOC0071,Ramona Piazzi
CL0702,DOC0029,Tonia Nosiglia
CL0702,DOC0088,Carla Gasperi
CL0702,DOC0082,Dott. Leonardo Armellini
CL0703,DOC0040,Donatella Pace
CL0703,DOC0033,Sandro Versace-Battaglia
CL0703,DOC0025,Arnulfo Greggio
CL0703,DOC0077,Hugo Barracco
CL0703,DOC0054,Cipriano Segni
CL0703,DOC0037,Ansaldo Calvo
CL0704,DOC0011,Bruno Cabrini
CL0704,DOC0086,Gioele Lippomano-Brancaccio
CL0704,DOC0041,Mariano Redi
CL0704,DOC0010,Fortunata Ortese
CL0704,DOC0096,Elladio Migliaccio
CL0704,DOC0095,Ennio Leonetti
CL0705,DOC0099,Ilaria Leone
CL0705,DOC0018,Sig. Domenico Iannotti
CL0705,DOC0019,Marissa Modugno
CL0706,DOC0048,Patrizio Platini
CL0706,DOC0015,Amanda Cicala
CL0706,DOC0059,Atenulf Pozzecco
CL0707,DOC0015,Amanda Cicala
CL0707,DOC0031,Adamo Baglioni
CL0707,DOC0048,Patrizio Platini
CL0708,DOC0018,Sig. Domenico Iannotti
CL0708,DOC0084,Eraldo Leone
CL0708,DOC0039,Cecilia Correr
CL0709,DOC0084,Eraldo Leone
CL0709,DOC0063,Piergiorgio Curatoli-Battelli
CL0709,DOC0092,Marco Tornatore
CL0710,DOC0039,Cecilia Correr
CL0710,DOC0087,Romina Bersani-Rocca
CL0710,DOC0069,Dino Caccianemico
CL0711,DOC0095,Ennio Leonetti
CL0711,DOC0020,Sig.ra Paulina Argentero
CL0711,DOC0092,Marco Tornatore
CL0712,DOC0062,Serena Gradenigo-Pareto
CL0712,DOC0001,Ranieri Martucci-Pistoletto
CL0712,DOC0099,Ilaria Leone
CL0713,DOC0081,Toni Trincavelli
CL0713,DOC0019,Marissa Modugno
CL0713,DOC0055,Imelda Scamarcio
CL0714,DOC0090,Dott. Giulia Ferretti
CL0714,DOC0044,Bianca Pagliaro
CL0714,DOC0004,Etta Cassarà
CL0715,DOC0086,Gioele Lippomano-Brancaccio
CL0715,DOC0094,Dott. Chiara Panzera
CL0715,DOC0023,Luciano Alboni-Rismondo
CL0716,DOC0037,Ansaldo Calvo
CL0716,DOC0038,Annamaria Brichese-Marinetti
CL0716,DOC0091,Costantino Valier
CL0717,DOC0083,Augusto Alfonsi-Saracino
CL0717,DOC0054,Cipriano Segni
CL0717,DOC0059,Atenulf Pozzecco
CL0718,DOC0054,Cipriano Segni
CL0718,DOC0065,Santino Migliaccio
CL0718,DOC0060,Elena Toselli-Ponti
CL0719,DOC0020,Sig.ra Paulina Argentero
CL0719,DOC0007,Elena Alighieri
CL0719,DOC0049,Luisa Solimena-Olivetti
CL0720,DOC0061,Germana Giusti
CL0720,DOC0049,Luisa Solimena-Olivetti
CL0720,DOC0020,Sig.ra Paulina Argentero
CL0721,DOC0034,Bianca Sauro
CL0721,DOC0011,Bruno Cabrini
CL0721,DOC0008,Dott. Gemma Borromini
CL0722,DOC0052,Sole Bragaglia
CL0722,DOC0085,Federico Capuana
CL0722,DOC0086,Gioele Lippomano-Brancaccio
CL0723,DOC0006,Martino Gaggini
CL0723,DOC0032,Annamaria Trevisani
CL0723,DOC0099,Ilaria Leone
CL0724,DOC0047,Valerio Modugno
CL0724,DOC0033,Sandro Versace-Battaglia
CL0724,DOC0067,Caterina Boccaccio
CL0725,DOC0081,Toni Trincavelli
CL0725,DOC0038,Annamaria Brichese-Marinetti
CL0725,DOC0016,Fortunata Mengolo-Tresoldi
CL0726,DOC0041,Mariano Redi
CL0726,DOC0040,Donatella Pace
CL0726,DOC0072,Monica Ortolani
CL0727,DOC0061,Germana Giusti
CL0727,DOC0014,Elena Gargallo-Borroni
CL0727,DOC0037,Ansaldo Calvo
CL0728,DOC0032,Annamaria Trevisani
CL0728,DOC0055,Imelda Scamarcio
CL0728,DOC0039,Cecilia Correr
CL0729,DOC0049,Luisa Solimena-Olivetti
CL0729,DOC0023,Luciano Alboni-Rismondo
CL0729,DOC0037,Ansaldo Calvo
CL0730,DOC0002,Diana Canali
CL0730,DOC0022,Clelia Notarbartolo
CL0730,DOC0052,Sole Bragaglia
CL0731,DOC0092,Marco Tornatore
CL0731,DOC0054,Cipriano Segni
CL0731,DOC0067,Caterina Boccaccio
CL0732,DOC0001,Ranieri Martucci-Pistoletto
CL0732,DOC0027,Gelsomina Antonioni
CL0732,DOC0009,Dott. Giada Mazzocchi
CL0733,DOC0005,Valerio Gaito
CL0733,DOC0037,Ansaldo Calvo
CL0733,DOC0067,Caterina Boccaccio
CL0734,DOC0017,Clelia Morandi
CL0734,DOC0070,Piergiorgio Scaramucci
CL0734,DOC0082,Dott. Leonardo Armellini
CL0735,DOC0080,Giacomo Zito
CL0735,DOC0075,Licia Gatto
CL0735,DOC0003,Isabella Mezzetta
CL0736,DOC0092,Marco Tornatore
CL0736,DOC0026,Rolando Bulzoni-Mazzanti
CL0736,DOC0090,Dott. Giulia Ferretti
CL0737,DOC0062,Serena Gradenigo-Pareto
CL0737,DOC0060,Elena Toselli-Ponti
CL0737,DOC0075,Licia Gatto
CL0738,DOC0074,Sig.ra Imelda Morricone
CL0738,DOC0077,Hugo Barracco
CL0738,DOC0038,Annamaria Brichese-Marinetti
CL0739,DOC0088,Carla Gasperi
CL0739,DOC0053,Victoria Balbi
CL0739,DOC0089,Marcella Broschi
CL0740,DOC0099,Ilaria Leone
CL0740,DOC0065,Santino Migliaccio
CL0740,DOC0029,Tonia Nosiglia
CL0741,DOC0012,Barbara Granatelli
CL0741,DOC0064,Durante Fischetti-Trentini
CL0741,DOC0079,Lando Federici
CL0742,DOC0021,Annunziata Malenchini-Caruso
CL0742,DOC0062,Serena Gradenigo-Pareto
CL0742,DOC0063,Piergiorgio Curatoli-Battelli
CL0743,DOC0017,Clelia Morandi
CL0743,DOC0067,Caterina Boccaccio
CL0743,DOC0023,Luciano Alboni-Rismondo
CL0744,DOC0036,Gaspare Vecellio
CL0744,DOC0077,Hugo Barracco
CL0744,DOC0060,Elena Toselli-Ponti
CL0745,DOC0021,Annunziata Malenchini-Caruso
CL0745,DOC0058,Bianca Pace
CL0745,DOC0047,Valerio Modugno
CL0746,DOC0054,Cipriano Segni
CL0746,DOC0099,Ilaria Leone
CL0746,DOC0092,Marco Tornatore
CL0747,DOC0011,Bruno Cabrini
CL0747,DOC0027,Gelsomina Antonioni
CL0747,DOC0047,Valerio Modugno
CL0748,DOC0088,Carla Gasperi
CL0748,DOC0040,Donatella Pace
CL0748,DOC0023,Luciano Alboni-Rismondo
CL0749,DOC0082,Dott. Leonardo Armellini
CL0749,DOC0015,Amanda Cicala
CL0749,DOC0068,Ramona Giacconi
CL0750,DOC0015,Amanda Cicala
CL0750,DOC0034,Bianca Sauro
CL0750,DOC0036,Gaspare Vecellio
CL0751,DOC0078,Griselda Mazzocchi
CL0751,DOC0019,Marissa Modugno
CL0751,DOC0004,Etta Cassarà
CL0752,DOC0090,Dott. Giulia Ferretti
CL0752,DOC0036,Gaspare Vecellio
CL0752,DOC0084,Eraldo Leone
CL0753,DOC0024,Ludovica Tremonti
CL0753,DOC0011,Bruno Cabrini
CL0753,DOC0016,Fortunata Mengolo-Tresoldi
CL0754,DOC0038,Annamaria Brichese-Marinetti
CL0754,DOC0086,Gioele Lippomano-Brancaccio
CL0754,DOC0031,Adamo Baglioni
CL0755,DOC0082,Dott. Leonardo Armellini
CL0755,DOC0058,Bianca Pace
CL0755,DOC0082,Dott. Leonardo Armellini
CL0756,DOC0010,Fortunata Ortese
CL0756,DOC0042,Luciana Farinelli
CL0756,DOC0084,Eraldo Leone
CL0757,DOC0026,Rolando Bulzoni-Mazzanti
CL0757,DOC0024,Ludovica Tremonti
CL0757,DOC0053,Victoria Balbi
CL0758,DOC0020,Sig.ra Paulina Argentero
CL0758,DOC0049,Luisa Solimena-Olivetti
CL0758,DOC0040,Donatella Pace
CL0759,DOC0001,Ranieri Martucci-Pistoletto
CL0759,DOC0053,Victoria Balbi
CL0759,DOC0097,Angelina Bataglia
CL0760,DOC0016,Fortunata Mengolo-Tresoldi
CL0760,DOC0057,Elladio Cattaneo
CL0760,DOC0052,Sole Bragaglia
CL0761,DOC0015,Amanda Cicala
CL0761,DOC0063,Piergiorgio Curatoli-Battelli
