id_classe,materia,id_docente,nome_docente
CL0475,Matematica,DOC0005,Valerio Gaito
CL0475,Inglese,DOC0009,Dott. Giada Mazzocchi
CL0476,Italiano,DOC0094,Dott. Chiara Panzera
CL0476,Matematica,DOC0033,Sandro Versace-Battaglia
CL0476,Inglese,DOC0095,Ennio Leonetti
CL0477,Italiano,DOC0079,Lando Federici
CL0477,Matematica,DOC0063,Piergiorgio Curatoli-Battelli
CL0477,Inglese,DOC0074,Sig.ra Imelda Morricone
CL0478,Italiano,DOC0090,Dott. Giulia Ferretti
CL0478,Matematica,DOC0083,Augusto Alfonsi-Saracino
CL0478,Inglese,DOC0085,Federico Capuana
CL0479,Italiano,DOC0082,Dott. Leonardo Armellini
CL0479,Matematica,DOC0064,Durante Fischetti-Trentini
CL0479,Inglese,DOC0083,Augusto Alfonsi-Saracino
CL0480,Italiano,DOC0042,Luciana Farinelli
CL0480,Matematica,DOC0065,Santino Migliaccio
CL0480,Inglese,DOC0008,Dott. Gemma Borromini
CL0481,Italiano,DOC0002,Diana Canali
CL0481,Matematica,DOC0083,Augusto Alfonsi-Saracino
CL0481,Inglese,DOC0034,Bianca Sauro
CL0482,Italiano,DOC0020,Sig.ra Paulina Argentero
CL0482,Matematica,DOC0050,Gianna Cimarosa
CL0482,Inglese,DOC0087,Romina Bersani-Rocca
CL0483,Italiano,DOC0013,Elisa Lanfranchi
CL0483,Matematica,DOC0087,Romina Bersani-Rocca
CL0483,Inglese,DOC0095,Ennio Leonetti
CL0484,Italiano,DOC0049,Luisa Solimena-Olivetti
CL0484,Matematica,DOC0084,Eraldo Leone
CL0484,Inglese,DOC0060,Elena Toselli-Ponti
CL0485,Italiano,DOC0025,Arnulfo Greggio
CL0485,Matematica,DOC0040,Donatella Pace
CL0485,Inglese,DOC0081,Toni Trincavelli
CL0486,Italiano,DOC0047,Valerio Modugno
CL0486,Matematica,DOC0017,Clelia Morandi
CL0486,Inglese,DOC0069,Dino Caccianemico
CL0487,Italiano,DOC0035,Melina Monicelli
CL0487,Matematica,DOC0015,Amanda Cicala
CL0487,Inglese,DOC0037,Ansaldo Calvo
CL0487,Fisica,DOC0008,Dott. Gemma Borromini
CL0487,Scienze,DOC0023,Luciano Alboni-Rismondo
CL0487,Disegno Tecnico,DOC0024,Ludovica Tremonti
CL0488,Italiano,DOC0078,Griselda Mazzocchi
CL0488,Matematica,DOC0045,Claudia Filangieri
CL0488,Inglese,DOC0055,Imelda Scamarcio
CL0488,Fisica,DOC0023,Luciano Alboni-Rismondo
CL0488,Scienze,DOC0096,Elladio Migliaccio
CL0488,Disegno Tecnico,DOC0001,Ranieri Martucci-Pistoletto
CL0489,Italiano,DOC0035,Melina Monicelli
CL0489,Matematica,DOC0066,Dott. Fiorino Cannizzaro
CL0489,Inglese,DOC0037,Ansaldo Calvo
CL0489,Fisica,DOC0091,Costantino Valier
CL0489,Scienze,DOC0083,Augusto Alfonsi-Saracino
CL0489,Disegno Tecnico,DOC0051,Amadeo Acerbi
CL0490,Italiano,DOC0099,Ilaria Leone
CL0490,Matematica,DOC0094,Dott. Chiara Panzera
CL0490,Inglese,DOC0072,Monica Ortolani
CL0490,Fisica,DOC0008,Dott. Gemma Borromini
CL0490,Scienze,DOC0020,Sig.ra Paulina Argentero
CL0490,Disegno Tecnico,DOC0068,Ramona Giacconi
CL0491,Italiano,DOC0020,Sig.ra Paulina Argentero
CL0491,Matematica,DOC0028,Melina Prati
CL0491,Inglese,DOC0073,Santino Campise
CL0491,Fisica,DOC0065,Santino Migliaccio
CL0491,Scienze,DOC0070,Piergiorgio Scaramucci
CL0491,Disegno Tecnico,DOC0098,Bianca Satta
CL0492,Italiano,DOC0025,Arnulfo Greggio
CL0492,Matematica,DOC0061,Germana Giusti
CL0492,Inglese,DOC0061,Germana Giusti
CL0492,Fisica,DOC0017,Clelia Morandi
CL0492,Scienze,DOC0014,Elena Gargallo-Borroni
CL0492,Disegno Tecnico,DOC0010,Fortunata Ortese
CL0493,Italiano,DOC0042,Luciana Farinelli
CL0493,Matematica,DOC0001,Ranieri Martucci-Pistoletto
CL0493,Inglese,DOC0075,Licia Gatto
CL0494,Italiano,DOC0002,Diana Canali
CL0494,Matematica,DOC0062,Serena Gradenigo-Pareto
CL0494,Inglese,DOC0005,Valerio Gaito
CL0495,Italiano,DOC0079,Lando Federici
CL0495,Matematica,DOC0039,Cecilia Correr
CL0495,Inglese,DOC0028,Melina Prati
CL0496,Italiano,DOC0048,Patrizio Platini
CL0496,Matematica,DOC0081,Toni Trincavelli
CL0496,Inglese,DOC0070,Piergiorgio Scaramucci
CL0497,Italiano,DOC0057,Elladio Cattaneo
CL0497,Matematica,DOC0011,Bruno Cabrini
CL0497,Inglese,DOC0052,Sole Bragaglia
CL0498,Italiano,DOC0071,Ramona Piazzi
CL0498,Matematica,DOC0079,Lando Federici
CL0498,Inglese,DOC0014,Elena Gargallo-Borroni
CL0499,Italiano,DOC0091,Costantino Valier
CL0499,Matematica,DOC0078,Griselda Mazzocchi
CL0499,Inglese,DOC0081,Toni Trincavelli
CL0500,Italiano,DOC0064,Durante Fischetti-Trentini
CL0500,Matematica,DOC0079,Lando Federici
CL0500,Inglese,DOC0050,Gianna Cimarosa
CL0501,Italiano,DOC0069,Dino Caccianemico
CL0501,Matematica,DOC0062,Serena Gradenigo-Pareto
CL0501,Inglese,DOC0066,Dott. Fiorino Cannizzaro
CL0502,Italiano,DOC0078,Griselda Mazzocchi
CL0502,Matematica,DOC0064,Durante Fischetti-Trentini
CL0502,Inglese,DOC0023,Luciano Alboni-Rismondo
CL0503,Italiano,DOC0026,Rolando Bulzoni-Mazzanti
CL0503,Matematica,DOC0064,Durante Fischetti-Trentini
CL0503,Inglese,DOC0017,Clelia Morandi
CL0504,Italiano,DOC0089,Marcella Broschi
CL0504,Matematica,DOC0082,Dott. Leonardo Armellini
CL0504,Inglese,DOC0089,Marcella Broschi
CL0505,Italiano,DOC0011,Bruno Cabrini
CL0505,Matematica,DOC0040,Donatella Pace
CL0505,Inglese,DOC0079,Lando Federici
CL0505,Francese,DOC0003,Isabella Mezzetta
CL0505,Spagnolo,DOC0002,Diana Canali
CL0505,Tedesco,DOC0052,Sole Bragaglia
CL0506,Italiano,DOC0053,Victoria Balbi
CL0506,Matematica,DOC0031,Adamo Baglioni
CL0506,Inglese,DOC0097,Angelina Bataglia
CL0506,Francese,DOC0092,Marco Tornatore
CL0506,Spagnolo,DOC0018,Sig. Domenico Iannotti
CL0506,Tedesco,DOC0017,Clelia Morandi
CL0507,Italiano,DOC0070,Piergiorgio Scaramucci
CL0507,Matematica,DOC0015,Amanda Cicala
CL0507,Inglese,DOC0056,Ermenegildo Boccaccio
CL0507,Francese,DOC0001,Ranieri Martucci-Pistoletto
CL0507,Spagnolo,DOC0098,Bianca Satta
CL0507,Tedesco,DOC0017,Clelia Morandi
CL0508,Italiano,DOC0027,Gelsomina Antonioni
CL0508,Matematica,DOC0062,Serena Gradenigo-Pareto
CL0508,Inglese,DOC0091,Costantino Valier
CL0508,Francese,DOC0064,Durante Fischetti-Trentini
CL0508,Spagnolo,DOC0075,Licia Gatto
CL0508,Tedesco,DOC0081,Toni Trincavelli
CL0509,Italiano,DOC0034,Bianca Sauro
CL0509,Matematica,DOC0046,Natalia Sgarbi
CL0509,Inglese,DOC0008,Dott. Gemma Borromini
CL0509,Francese,DOC0047,Valerio Modugno
CL0509,Spagnolo,DOC0033,Sandro Versace-Battaglia
CL0509,Tedesco,DOC0089,Marcella Broschi
CL0510,Italiano,DOC0046,Natalia Sgarbi
CL0510,Matematica,DOC0022,Clelia Notarbartolo
CL0510,Inglese,DOC0091,Costantino Valier
CL0510,Francese,DOC0020,Sig.ra Paulina Argentero
CL0510,Spagnolo,DOC0017,Clelia Morandi
CL0510,Tedesco,DOC0033,Sandro Versace-Battaglia
CL0511,Italiano,DOC0096,Elladio Migliaccio
CL0511,Matematica,DOC0074,Sig.ra Imelda Morricone
CL0511,Inglese,DOC0071,Ramona Piazzi
CL0511,Francese,DOC0086,Gioele Lippomano-Brancaccio
CL0511,Spagnolo,DOC0050,Gianna Cimarosa
CL0511,Tedesco,DOC0060,Elena Toselli-Ponti
CL0512,Italiano,DOC0082,Dott. Leonardo Armellini
CL0512,Matematica,DOC0057,Elladio Cattaneo
CL0512,Inglese,DOC0040,Donatella Pace
CL0513,Italiano,DOC0016,Fortunata Mengolo-Tresoldi
CL0513,Matematica,DOC0034,Bianca Sauro
CL0513,Inglese,DOC0016,Fortunata Mengolo-Tresoldi
CL0514,Italiano,DOC0040,Donatella Pace
CL0514,Matematica,DOC0042,Luciana Farinelli
CL0514,Inglese,DOC0004,Etta Cassarà
CL0515,Italiano,DOC0030,Simonetta Troisi
CL0515,Matematica,DOC0051,Amadeo Acerbi
CL0515,Inglese,DOC0032,Annamaria Trevisani
CL0516,Italiano,DOC0087,Romina Bersani-Rocca
CL0516,Matematica,DOC0064,Durante Fischetti-Trentini
CL0516,Inglese,DOC0057,Elladio Cattaneo
CL0517,Italiano,DOC0024,Ludovica Tremonti
CL0517,Matematica,DOC0050,Gianna Cimarosa
CL0517,Inglese,DOC0001,Ranieri Martucci-Pistoletto
CL0518,Italiano,DOC0030,Simonetta Troisi
CL0518,Matematica,DOC0079,Lando Federici
CL0518,Inglese,DOC0037,Ansaldo Calvo
CL0519,Italiano,DOC0006,Martino Gaggini
CL0519,Matematica,DOC0046,Natalia Sgarbi
CL0519,Inglese,DOC0032,Annamaria Trevisani
CL0520,Italiano,DOC0032,Annamaria Trevisani
CL0520,Matematica,DOC0014,Elena Gargallo-Borroni
CL0520,Inglese,DOC0084,Eraldo Leone
CL0521,Italiano,DOC0048,Patrizio Platini
CL0521,Matematica,DOC0038,Annamaria Brichese-Marinetti
CL0521,Inglese,DOC0032,Annamaria Trevisani
CL0522,Italiano,DOC0016,Fortunata Mengolo-Tresoldi
CL0522,Matematica,DOC0065,Santino Migliaccio
CL0522,Inglese,DOC0032,Annamaria Trevisani
CL0522,Francese,DOC0012,Barbara Granatelli
CL0522,Spagnolo,DOC0090,Dott. Giulia Ferretti
CL0522,Tedesco,DOC0053,Victoria Balbi
CL0523,Italiano,DOC0066,Dott. Fiorino Cannizzaro
CL0523,Matematica,DOC0069,Dino Caccianemico
CL0523,Inglese,DOC0060,Elena Toselli-Ponti
CL0523,Francese,DOC0039,Cecilia Correr
CL0523,Spagnolo,DOC0047,Valerio Modugno
CL0523,Tedesco,DOC0031,Adamo Baglioni
CL0524,Italiano,DOC0011,Bruno Cabrini
CL0524,Matematica,DOC0067,Caterina Boccaccio
CL0524,Inglese,DOC0093,Gianluigi Impastato
CL0524,Francese,DOC0058,Bianca Pace
CL0524,Spagnolo,DOC0071,Ramona Piazzi
CL0524,Tedesco,DOC0055,Imelda Scamarcio
CL0525,Italiano,DOC0067,Caterina Boccaccio
CL0525,Matematica,DOC0044,Bianca Pagliaro
CL0525,Inglese,DOC0069,Dino Caccianemico
CL0525,Francese,DOC0037,Ansaldo Calvo
CL0525,Spagnolo,DOC0098,Bianca Satta
CL0525,Tedesco,DOC0059,Atenulf Pozzecco
CL0526,Italiano,DOC0092,Marco Tornatore
CL0526,Matematica,DOC0047,Valerio Modugno
CL0526,Inglese,DOC0041,Mariano Redi
CL0526,Fisica,DOC0099,Ilaria Leone
CL0526,Scienze,DOC0039,Cecilia Correr
CL0526,Disegno Tecnico,DOC0061,Germana Giusti
CL0527,Italiano,DOC0054,Cipriano Segni
CL0527,Matematica,DOC0005,Valerio Gaito
CL0527,Inglese,DOC0081,Toni Trincavelli
CL0527,Fisica,DOC0064,Durante Fischetti-Trentini
CL0527,Scienze,DOC0065,Santino Migliaccio
CL0527,Disegno Tecnico,DOC0007,Elena Alighieri
CL0528,Italiano,DOC0040,Donatella Pace
CL0528,Matematica,DOC0001,Ranieri Martucci-Pistoletto
CL0528,Inglese,DOC0057,Elladio Cattaneo
CL0528,Fisica,DOC0015,Amanda Cicala
CL0528,Scienze,DOC0022,Clelia Notarbartolo
CL0528,Disegno Tecnico,DOC0076,Sergius Micca
CL0529,Italiano,DOC0080,Giacomo Zito
CL0529,Matematica,DOC0077,Hugo Barracco
CL0529,Inglese,DOC0099,Ilaria Leone
CL0529,Fisica,DOC0063,Piergiorgio Curatoli-Battelli
CL0529,Scienze,DOC0073,Santino Campise
CL0529,Disegno Tecnico,DOC0002,Diana Canali
CL0530,Italiano,DOC0011,Bruno Cabrini
CL0530,Matematica,DOC0063,Piergiorgio Curatoli-Battelli
CL0530,Inglese,DOC0092,Marco Tornatore
CL0530,Fisica,DOC0055,Imelda Scamarcio
CL0530,Scienze,DOC0019,Marissa Modugno
CL0530,Disegno Tecnico,DOC0011,Bruno Cabrini
CL0531,Italiano,DOC0039,Cecilia Correr
CL0531,Matematica,DOC0082,Dott. Leonardo Armellini
CL0531,Inglese,DOC0068,Ramona Giacconi
CL0531,Fisica,DOC0072,Monica Ortolani
CL0531,Scienze,DOC0017,Clelia Morandi
CL0531,Disegno Tecnico,DOC0055,Imelda Scamarcio
CL0532,Italiano,DOC0018,Sig. Domenico Iannotti
CL0532,Matematica,DOC0026,Rolando Bulzoni-Mazzanti
CL0532,Inglese,DOC0036,Gaspare Vecellio
CL0532,Fisica,DOC0028,Melina Prati
CL0532,Scienze,DOC0008,Dott. Gemma Borromini
CL0532,Disegno Tecnico,DOC0040,Donatella Pace
CL0533,Italiano,DOC0050,Gianna Cimarosa
CL0533,Matematica,DOC0029,Tonia Nosiglia
CL0533,Inglese,DOC0017,Clelia Morandi
CL0533,Fisica,DOC0045,Claudia Filangieri
CL0533,Scienze,DOC0094,Dott. Chiara Panzera
CL0533,Disegno Tecnico,DOC0087,Romina Bersani-Rocca
CL0534,Italiano,DOC0073,Santino Campise
CL0534,Matematica,DOC0048,Patrizio Platini
CL0534,Inglese,DOC0050,Gianna Cimarosa
CL0534,Fisica,DOC0076,Sergius Micca
CL0534,Scienze,DOC0011,Bruno Cabrini
CL0534,Disegno Tecnico,DOC0002,Diana Canali
CL0535,Italiano,DOC0048,Patrizio Platini
CL0535,Matematica,DOC0021,Annunziata Malenchini-Caruso
CL0535,Inglese,DOC0037,Ansaldo Calvo
CL0535,Fisica,DOC0093,Gianluigi Impastato
CL0535,Scienze,DOC0086,Gioele Lippomano-Brancaccio
CL0535,Disegno Tecnico,DOC0014,Elena Gargallo-Borroni
CL0536,Italiano,DOC0043,Raimondo Navone
CL0536,Matematica,DOC0064,Durante Fischetti-Trentini
CL0536,Inglese,DOC0048,Patrizio Platini
CL0537,Italiano,DOC0066,Dott. Fiorino Cannizzaro
CL0537,Matematica,DOC0025,Arnulfo Greggio
CL0537,Inglese,DOC0049,Luisa Solimena-Olivetti
CL0538,Italiano,DOC0078,Griselda Mazzocchi
CL0538,Matematica,DOC0088,Carla Gasperi
CL0538,Inglese,DOC0018,Sig. Domenico Iannotti
CL0539,Italiano,DOC0092,Marco Tornatore
CL0539,Matematica,DOC0078,Griselda Mazzocchi
CL0539,Inglese,DOC0051,Amadeo Acerbi
CL0540,Italiano,DOC0097,Angelina Bataglia
CL0540,Matematica,DOC0100,Loredana Bocelli
CL0540,Inglese,DOC0072,Monica Ortolani
CL0541,Italiano,DOC0041,Mariano Redi
CL0541,Matematica,DOC0076,Sergius Micca
CL0541,Inglese,DOC0093,Gianluigi Impastato
CL0542,Italiano,DOC0052,Sole Bragaglia
CL0542,Matematica,DOC0062,Serena Gradenigo-Pareto
CL0542,Inglese,DOC0090,Dott. Giulia Ferretti
CL0543,Italiano,DOC0072,Monica Ortolani
CL0543,Matematica,DOC0083,Augusto Alfonsi-Saracino
CL0543,Inglese,DOC0093,Gianluigi Impastato
CL0544,Italiano,DOC0044,Bianca Pagliaro
CL0544,Matematica,DOC0024,Ludovica Tremonti
CL0544,Inglese,DOC0096,Elladio Migliaccio
CL0545,Italiano,DOC0014,Elena Gargallo-Borroni
CL0545,Matematica,DOC0075,Licia Gatto
CL0545,Inglese,DOC0058,Bianca Pace
CL0546,Italiano,DOC0052,Sole Bragaglia
CL0546,Matematica,DOC0036,Gaspare Vecellio
CL0546,Inglese,DOC0097,Angelina Bataglia
CL0547,Italiano,DOC0072,Monica Ortolani
CL0547,Matematica,DOC0007,Elena Alighieri
CL0547,Inglese,DOC0060,Elena Toselli-Ponti
CL0548,Italiano,DOC0072,Monica Ortolani
CL0548,Matematica,DOC0079,Lando Federici
CL0548,Inglese,DOC0068,Ramona Giacconi
CL0549,Italiano,DOC0028,Melina Prati
CL0549,Matematica,DOC0085,Federico Capuana
CL0549,Inglese,DOC0019,Marissa Modugno
CL0550,Italiano,DOC0028,Melina Prati
CL0550,Matematica,DOC0009,Dott. Giada Mazzocchi
CL0550,Inglese,DOC0002,Diana Canali
CL0551,Italiano,DOC0032,Annamaria Trevisani
CL0551,Matematica,DOC0066,Dott. Fiorino Cannizzaro
CL0551,Inglese,DOC0072,Monica Ortolani
CL0552,Italiano,DOC0084,Eraldo Leone
CL0552,Matematica,DOC0008,Dott. Gemma Borromini
CL0552,Inglese,DOC0060,Elena Toselli-Ponti
CL0553,Italiano,DOC0030,Simonetta Troisi
CL0553,Matematica,DOC0041,Mariano Redi
CL0553,Inglese,DOC0061,Germana Giusti
CL0554,Italiano,DOC0085,Federico Capuana
CL0554,Matematica,DOC0049,Luisa Solimena-Olivetti
CL0554,Inglese,DOC0053,Victoria Balbi
CL0555,Italiano,DOC0095,Ennio Leonetti
CL0555,Matematica,DOC0079,Lando Federici
CL0555,Inglese,DOC0038,Annamaria Brichese-Marinetti
CL0556,Italiano,DOC0042,Luciana Farinelli
CL0556,Matematica,DOC0051,Amadeo Acerbi
CL0556,Inglese,DOC0078,Griselda Mazzocchi
CL0557,Italiano,DOC0089,Marcella Broschi
CL0557,Matematica,DOC0085,Federico Capuana
CL0557,Inglese,DOC0013,Elisa Lanfranchi
CL0558,Italiano,DOC0075,Licia Gatto
CL0558,Matematica,DOC0039,Cecilia Correr
CL0558,Inglese,DOC0060,Elena Toselli-Ponti
CL0559,Italiano,DOC0089,Marcella Broschi
CL0559,Matematica,DOC0016,Fortunata Mengolo-Tresoldi
CL0559,Inglese,DOC0018,Sig. Domenico Iannotti
CL0560,Italiano,DOC0052,Sole Bragaglia
CL0560,Matematica,DOC0032,Annamaria Trevisani
CL0560,Inglese,DOC0010,Fortunata Ortese
CL0561,Italiano,DOC0047,Valerio Modugno
CL0561,Matematica,DOC0051,Amadeo Acerbi
CL0561,Inglese,DOC0074,Sig.ra Imelda Morricone
CL0562,Italiano,DOC0013,Elisa Lanfranchi
CL0562,Matematica,DOC0092,Marco Tornatore
CL0562,Inglese,DOC0061,Germana Giusti
CL0563,Italiano,DOC0010,Fortunata Ortese
CL0563,Matematica,DOC0054,Cipriano Segni
CL0563,Inglese,DOC0017,Clelia Morandi
CL0564,Italiano,DOC0064,Durante Fischetti-Trentini
CL0564,Matematica,DOC0072,Monica Ortolani
CL0564,Inglese,DOC0017,Clelia Morandi
CL0565,Italiano,DOC0059,Atenulf Pozzecco
CL0565,Matematica,DOC0081,Toni Trincavelli
CL0565,Inglese,DOC0008,Dott. Gemma Borromini
CL0566,Italiano,DOC0012,Barbara Granatelli
CL0566,Matematica,DOC0091,Costantino Valier
CL0566,Inglese,DOC0024,Ludovica Tremonti
CL0567,Italiano,DOC0071,Ramona Piazzi
CL0567,Matematica,DOC0097,Angelina Bataglia
CL0567,Inglese,DOC0018,Sig. Domenico Iannotti
CL0568,Italiano,DOC0031,Adamo Baglioni
CL0568,Matematica,DOC0026,Rolando Bulzoni-Mazzanti
CL0568,Inglese,DOC0035,Melina Monicelli
CL0569,Italiano,DOC0025,Arnulfo Greggio
CL0569,Matematica,DOC0058,Bianca Pace
CL0569,Inglese,DOC0033,Sandro Versace-Battaglia
CL0570,Italiano,DOC0029,Tonia Nosiglia
CL0570,Matematica,DOC0100,Loredana Bocelli
CL0570,Inglese,DOC0054,Cipriano Segni
CL0571,Italiano,DOC0019,Marissa Modugno
CL0571,Matematica,DOC0097,Angelina Bataglia
CL0571,Inglese,DOC0018,Sig. Domenico Iannotti
CL0572,Italiano,DOC0093,Gianluigi Impastato
CL0572,Matematica,DOC0009,Dott. Giada Mazzocchi
CL0572,Inglese,DOC0024,Ludovica Tremonti
CL0573,Italiano,DOC0066,Dott. Fiorino Cannizzaro
CL0573,Matematica,DOC0009,Dott. Giada Mazzocchi
CL0573,Inglese,DOC0049,Luisa Solimena-Olivetti
CL0574,Italiano,DOC0026,Rolando Bulzoni-Mazzanti
CL0574,Matematica,DOC0014,Elena Gargallo-Borroni
CL0574,Inglese,DOC0050,Gianna Cimarosa
CL0575,Italiano,DOC0069,Dino Caccianemico
CL0575,Matematica,DOC0082,Dott. Leonardo Armellini
CL0575,Inglese,DOC0072,Monica Ortolani
CL0576,Italiano,DOC0028,Melina Prati
CL0576,Matematica,DOC0077,Hugo Barracco
CL0576,Inglese,DOC0073,Santino Campise
CL0577,Italiano,DOC0015,Amanda Cicala
CL0577,Matematica,DOC0088,Carla Gasperi
CL0577,Inglese,DOC0057,Elladio Cattaneo
CL0578,Italiano,DOC0071,Ramona Piazzi
CL0578,Matematica,DOC0021,Annunziata Malenchini-Caruso
CL0578,Inglese,DOC0008,Dott. Gemma Borromini
CL0579,Italiano,DOC0015,Amanda Cicala
CL0579,Matematica,DOC0041,Mariano Redi
CL0579,Inglese,DOC0045,Claudia Filangieri
CL0580,Italiano,DOC0007,Elena Alighieri
CL0580,Matematica,DOC0056,Ermenegildo Boccaccio
CL0580,Inglese,DOC0064,Durante Fischetti-Trentini
CL0581,Italiano,DOC0084,Eraldo Leone
CL0581,Matematica,DOC0022,Clelia Notarbartolo
CL0581,Inglese,DOC0003,Isabella Mezzetta
CL0582,Italiano,DOC0074,Sig.ra Imelda Morricone
CL0582,Matematica,DOC0003,Isabella Mezzetta
CL0582,Inglese,DOC0037,Ansaldo Calvo
CL0583,Italiano,DOC0008,Dott. Gemma Borromini
CL0583,Matematica,DOC0035,Melina Monicelli
CL0583,Inglese,DOC0094,Dott. Chiara Panzera
CL0584,Italiano,DOC0034,Bianca Sauro
CL0584,Matematica,DOC0014,Elena Gargallo-Borroni
CL0584,Inglese,DOC0071,Ramona Piazzi
CL0585,Italiano,DOC0060,Elena Toselli-Ponti
CL0585,Matematica,DOC0055,Imelda Scamarcio
CL0585,Inglese,DOC0073,Santino Campise
CL0586,Italiano,DOC0044,Bianca Pagliaro
CL0586,Matematica,DOC0008,Dott. Gemma Borromini
CL0586,Inglese,DOC0071,Ramona Piazzi
CL0587,Italiano,DOC0019,Marissa Modugno
CL0587,Matematica,DOC0001,Ranieri Martucci-Pistoletto
CL0587,Inglese,DOC0070,Piergiorgio Scaramucci
CL0588,Italiano,DOC0007,Elena Alighieri
CL0588,Matematica,DOC0059,Atenulf Pozzecco
CL0588,Inglese,DOC0083,Augusto Alfonsi-Saracino
CL0589,Italiano,DOC0039,Cecilia Correr
CL0589,Matematica,DOC0070,Piergiorgio Scaramucci
CL0589,Inglese,DOC0026,Rolando Bulzoni-Mazzanti
CL0590,Italiano,DOC0048,Patrizio Platini
CL0590,Matematica,DOC0025,Arnulfo Greggio
CL0590,Inglese,DOC0070,Piergiorgio Scaramucci
CL0591,Italiano,DOC0002,Diana Canali
CL0591,Matematica,DOC0051,Amadeo Acerbi
CL0591,Inglese,DOC0056,Ermenegildo Boccaccio
CL0592,Italiano,DOC0012,Barbara Granatelli
CL0592,Matematica,DOC0023,Luciano Alboni-Rismondo
CL0592,Inglese,DOC0071,Ramona Piazzi
CL0593,Italiano,DOC0088,Carla Gasperi
CL0593,Matematica,DOC0026,Rolando Bulzoni-Mazzanti
CL0593,Inglese,DOC0012,Barbara Granatelli
CL0594,Italiano,DOC0035,Melina Monicelli
CL0594,Matematica,DOC0014,Elena Gargallo-Borroni
CL0594,Inglese,DOC0001,Ranieri Martucci-Pistoletto
CL0595,Italiano,DOC0077,Hugo Barracco
CL0595,Matematica,DOC0089,Marcella Broschi
CL0595,Inglese,DOC0045,Claudia Filangieri
CL0596,Italiano,DOC0068,Ramona Giacconi
CL0596,Matematica,DOC0021,Annunziata Malenchini-Caruso
CL0596,Inglese,DOC0093,Gianluigi Impastato
CL0597,Italiano,DOC0057,Elladio Cattaneo
CL0597,Matematica,DOC0025,Arnulfo Greggio
CL0597,Inglese,DOC0038,Annamaria Brichese-Marinetti
CL0598,Italiano,DOC0070,Piergiorgio Scaramucci
CL0598,Matematica,DOC0060,Elena Toselli-Ponti
CL0598,Inglese,DOC0051,Amadeo Acerbi
CL0599,Italiano,DOC0012,Barbara Granatelli
CL0599,Matematica,DOC0073,Santino Campise
CL0599,Inglese,DOC0087,Romina Bersani-Rocca
CL0600,Italiano,DOC0017,Clelia Morandi
CL0600,Matematica,DOC0099,Ilaria Leone
CL0600,Inglese,DOC0010,Fortunata Ortese
CL0601,Italiano,DOC0028,Melina Prati
CL0601,Matematica,DOC0004,Etta Cassarà
CL0601,Inglese,DOC0069,Dino Caccianemico
CL0602,Italiano,DOC0086,Gioele Lippomano-Brancaccio
CL0602,Matematica,DOC0005,Valerio Gaito
CL0602,Inglese,DOC0091,Costantino Valier
CL0603,Italiano,DOC0047,Valerio Modugno
CL0603,Matematica,DOC0048,Patrizio Platini
CL0603,Inglese,DOC0079,Lando Federici
CL0604,Italiano,DOC0072,Monica Ortolani
CL0604,Matematica,DOC0058,Bianca Pace
CL0604,Inglese,DOC0012,Barbara Granatelli
CL0605,Italiano,DOC0100,Loredana Bocelli
CL0605,Matematica,DOC0022,Clelia Notarbartolo
CL0605,Inglese,DOC0016,Fortunata Mengolo-Tresoldi
CL0606,Italiano,DOC0022,Clelia Notarbartolo
CL0606,Matematica,DOC0030,Simonetta Troisi
CL0606,Inglese,DOC0094,Dott. Chiara Panzera
CL0607,Italiano,DOC0034,Bianca Sauro
CL0607,Matematica,DOC0050,Gianna Cimarosa
CL0607,Inglese,DOC0051,Amadeo Acerbi
CL0608,Italiano,DOC0006,Martino Gaggini
CL0608,Matematica,DOC0039,Cecilia Correr
CL0608,Inglese,DOC0078,Griselda Mazzocchi
CL0609,Italiano,DOC0005,Valerio Gaito
CL0609,Matematica,DOC0003,Isabella Mezzetta
CL0609,Inglese,DOC0069,Dino Caccianemico
CL0610,Italiano,DOC0015,Amanda Cicala
CL0610,Matematica,DOC0037,Ansaldo Calvo
CL0610,Inglese,DOC0086,Gioele Lippomano-Brancaccio
CL0611,Italiano,DOC0066,Dott. Fiorino Cannizzaro
CL0611,Matematica,DOC0089,Marcella Broschi
CL0611,Inglese,DOC0021,Annunziata Malenchini-Caruso
CL0612,Italiano,DOC0086,Gioele Lippomano-Brancaccio
CL0612,Matematica,DOC0093,Gianluigi Impastato
CL0612,Inglese,DOC0045,Claudia Filangieri
CL0613,Italiano,DOC0061,Germana Giusti
CL0613,Matematica,DOC0032,Annamaria Trevisani
CL0613,Inglese,DOC0009,Dott. Giada Mazzocchi
CL0614,Italiano,DOC0081,Toni Trincavelli
CL0614,Matematica,DOC0053,Victoria Balbi
CL0614,Inglese,DOC0098,Bianca Satta
CL0615,Italiano,DOC0098,Bianca Satta
CL0615,Matematica,DOC0038,Annamaria Brichese-Marinetti
CL0615,Inglese,DOC0059,Atenulf Pozzecco
CL0616,Italiano,DOC0003,Isabella Mezzetta
CL0616,Matematica,DOC0071,Ramona Piazzi
CL0616,Inglese,DOC0014,Elena Gargallo-Borroni
CL0617,Italiano,DOC0088,Carla Gasperi
CL0617,Matematica,DOC0046,Natalia Sgarbi
CL0617,Inglese,DOC0005,Valerio Gaito
CL0618,Italiano,DOC0018,Sig. Domenico Iannotti
CL0618,Matematica,DOC0086,Gioele Lippomano-Brancaccio
